github_url,exists,readme,readme_length,installation,CI,docs,fancy_docs,examples,requirements,setup
github.com/jeffzhen/gsm2016,True,True,71,False,False,False,False,False,False,False
github.com/jeffzhen/omnical,True,False,False,False,False,True,False,False,True,False
github.com/jellis18/pal,True,True,1336,False,False,False,False,False,False,False
github.com/jellis18/pal2,True,True,5056,True,False,False,True,False,True,False
github.com/jellis18/ptmcmcsampler,True,True,1046,True,False,True,False,True,True,False
github.com/jeremysanders/ggm,True,False,False,False,False,False,False,False,False,False
github.com/jeremysanders/k0dist,True,False,False,False,False,False,False,False,False,False
github.com/jeremysanders/mbproj2,True,True,4590,True,False,True,True,True,True,False
github.com/jeremysanders/xspec,False,False,False,False,False,False,False,False,False,False
github.com/jeﬀzhen/omnical,False,False,False,False,False,False,False,False,False,False
github.com/jfwallin/jspam,True,True,1257,False,False,False,False,False,False,False
github.com/jgagneastro/banyan,False,False,False,False,False,False,False,False,False,False
github.com/jgagneastro/banyan_sigma,True,True,16569,False,False,False,False,False,False,False
github.com/jgagneastro/firehose_,False,False,False,False,False,False,False,False,False,False
github.com/jgagneastro/firehose_v2,True,False,False,False,False,False,False,False,False,False
github.com/jgagneastro/red_,False,False,False,False,False,False,False,False,False,False
github.com/jgagneastro/ﬁnder,False,False,False,False,False,False,False,False,False,False
github.com/jieyu126/jitter,True,True,3064,True,False,False,False,True,False,False
github.com/jiffyclub/1310947#file-msky-py,False,False,False,False,False,False,False,False,False,False
github.com/jjhelmus/leastsqbound-scipy,True,True,907,False,False,False,False,False,True,False
github.com/jkeger/seagen,True,True,2472,True,False,False,False,True,True,False
github.com/jkteske/gj9827,True,True,290,False,False,False,False,False,False,False
github.com/jlbline/puma,True,True,1480,False,False,False,False,True,False,False
github.com/jlenain/ﬂaapluc,False,False,False,False,False,False,False,False,False,False
github.com/jluastro/jlu-python-code,True,False,False,False,False,False,False,False,False,False
github.com/jlustigy/coronagraph,True,True,1790,True,True,True,True,True,True,False
github.com/jlustigy/samurai,True,True,72,False,False,False,False,False,False,False
github.com/jma127/pyltr,True,True,3310,True,True,True,False,False,True,False
github.com/jmeyers314/linmix,True,True,2534,True,False,True,True,False,True,False
github.com/jobovy/bovy_mcmc,True,False,False,False,False,False,False,False,True,False
github.com/jobovy/extreme-deconvolution,True,True,11490,True,True,True,False,True,True,False
github.com/jobovy/gaia,False,False,False,False,False,False,False,False,False,False
github.com/jobovy/gaia_tools,True,True,30739,True,False,False,True,True,True,False
github.com/jobovy/galpy,True,True,6735,True,True,True,True,False,True,False
github.com/jobovy/galpy-paper-figures,True,True,4548,False,False,False,False,True,False,False
github.com/jobovy/galpy;,False,False,False,False,False,False,False,False,False,False
github.com/jobovy/galpyandthelatestdocumentationcanbefoundathttp:,False,False,False,False,False,False,False,False,False,False
github.com/jobovy/galpywithextensivedocumentationavailableathttp:,False,False,False,False,False,False,False,False,False,False
github.com/jobovy/mwdust,True,True,5179,True,True,False,False,False,True,False
github.com/jobovy/segueselect,True,True,6110,False,False,False,False,False,True,False
github.com/jobovy/tgas-completeness,True,True,2033,False,False,False,False,False,False,False
github.com/joeharr4/bart,True,True,8416,True,False,True,False,True,False,False
github.com/johannesbuchner/nway,True,True,1916,True,True,True,False,False,True,False
github.com/johannesbuchner/pymultinest,True,True,4218,False,True,True,True,True,True,False
github.com/johnnygreco/hugs,True,True,2833,False,False,False,False,False,True,False
github.com/jonathansick/padova,True,True,2651,True,True,True,False,False,True,False
github.com/josephmeiring/kmpfit,True,True,509,True,False,False,False,True,True,False
github.com/josephmeiring/kmpﬁt,False,False,False,False,False,False,False,False,False,False
github.com/joshspeagle/dynesty,True,True,917,True,True,True,True,False,True,False
github.com/jpierel14/snsed;,False,False,False,False,False,False,False,False,False,False
github.com/jpivarski/pyminuit,True,True,6494,True,False,False,False,True,True,False
github.com/jpober/21cmsense,True,False,False,False,False,False,False,False,True,False
github.com/jradavenport/cubehelix,True,True,1525,True,False,False,False,True,True,False
github.com/jradavenport/fbeye,True,True,1616,False,False,False,False,False,False,False
github.com/jradavenport/jradavenport_idl,True,True,3693,False,False,False,True,False,False,False
github.com/jrka/pyradexnest,True,True,9141,True,False,False,False,False,False,False
github.com/jrneeley/theoretical-pwz-relations,True,True,3011,False,False,False,False,True,False,False
github.com/jrvliet/mockspec,True,False,False,False,False,False,True,False,False,False
github.com/jspilker/visilens,True,True,5902,False,False,False,False,True,True,False
github.com/jswoboda/geodata,True,True,121,False,False,False,False,False,False,False
github.com/juliadeneva/clusterrank,True,False,False,False,False,False,False,False,False,False
github.com/julianbautista/eboss_clustering,True,True,581,False,False,False,False,False,False,False
github.com/juliotux/astropop,True,True,1849,False,True,True,True,True,True,False
github.com/junkoda/cola,False,False,False,False,False,False,False,False,False,False
github.com/juramaga/bayesian,False,False,False,False,False,False,False,False,False,False
github.com/jvandeneijnden/qpo-,False,False,False,False,False,False,False,False,False,False
github.com/jwuphysics/chary_elbaz_,False,False,False,False,False,False,False,False,False,False
github.com/jyshangguan/fitter,True,True,867,True,False,False,True,True,False,False
github.com/kalinova/dyn_models,True,True,2220,False,False,False,False,False,False,False
github.com/karlan/agn,False,False,False,False,False,False,False,False,False,False
github.com/kasperschmidt/glassinspectionguis,True,True,944,False,False,False,False,False,False,False
github.com/kbarbary/extinction,True,True,666,True,True,True,True,False,True,False
github.com/kbarbary/nestle,True,True,496,False,True,True,True,True,True,False
github.com/kbarbary/sep,True,True,9562,True,True,True,True,False,True,False
github.com/kbarbary/sfdmap,True,True,5959,True,True,False,True,False,True,False
github.com/kcwidev/kderp,True,True,237,False,False,False,True,False,False,False
github.com/kdeck/ttvfast,True,True,1070,False,False,False,False,False,False,False
github.com/keck-datareductionpipelines/mosfiredrp,True,True,238,True,False,True,False,False,True,False
github.com/keck-datareductionpipelines/osirisdrp,True,True,10577,True,False,False,False,False,False,False
github.com/keckert7/codes,True,True,400,False,False,False,False,False,False,False
github.com/keflavich/dust_emissivity,True,True,1055,True,True,True,True,True,True,False
github.com/keflavich/fits_,False,False,False,False,False,False,False,False,False,False
github.com/keflavich/pyradex,True,True,18967,True,True,True,False,True,True,False
github.com/keflavich/sdpy,True,True,694,False,True,True,False,True,True,False
github.com/keflavich/w51_singledish_,False,False,False,False,False,False,False,False,False,False
github.com/kelle/nirtemplates_manuscript,True,True,232,False,False,False,False,False,False,False
github.com/keplergo/kadenza,True,True,7481,True,True,False,False,False,True,False
github.com/keras-team/keras,True,True,8689,True,True,True,False,True,True,False
github.com/keﬂavich/agpy,False,False,False,False,False,False,False,False,False,False
github.com/keﬂavich/image,False,False,False,False,False,False,False,False,False,False
github.com/keﬂavich/orion,False,False,False,False,False,False,False,False,False,False
github.com/keﬂavich/pyradex,False,False,False,False,False,False,False,False,False,False
github.com/kheegan/tomo_mapsn,True,False,False,False,False,False,False,False,False,False
github.com/klaundal/pyamps,True,True,4804,True,True,True,True,False,True,False
github.com/kriskowal/q,True,True,25332,False,True,False,False,True,False,False
github.com/kylemede/exosoft,True,True,7317,True,True,True,True,True,True,False
github.com/labarba/nsfcommittee-si2017,True,True,117,False,False,False,False,False,False,False
github.com/lalanz/bootstrap_asurv,True,True,18,False,False,False,False,False,False,False
github.com/lalanz/orthogonal_regression,True,True,24,False,False,False,False,False,False,False
github.com/lcogt/banzai,True,True,1156,False,True,True,True,False,True,False
github.com/leejjoon/pywcsgrid2,True,False,False,False,True,True,True,True,True,False
github.com/legacysurvey/legacypipe,True,True,1753,False,True,True,True,False,True,False
github.com/legacysurvey/obsbot,True,True,82,False,False,False,False,False,False,False
github.com/legacysurvey/unwise,False,False,False,False,False,False,False,False,False,False
github.com/lesgourg/class,False,False,False,False,False,False,False,False,False,False
github.com/lgalbany/51,False,False,False,False,False,False,False,False,False,False
github.com/lgalbany/pisco,True,True,1917,False,False,False,False,False,False,False
github.com/lime-rt/lime,True,True,5911,True,True,True,True,True,False,False
github.com/linetools/linetools,True,True,746,False,True,True,True,True,True,False
github.com/lkilcommons/geospacepy-lite,True,True,3288,True,False,False,False,False,True,False
github.com/lkilcommons/ovationpyme,True,False,False,False,False,False,False,False,True,False
github.com/lkreidberg/batman,True,True,250,False,False,True,False,False,True,False
github.com/lofar-astron/factor,True,True,2838,True,False,True,False,True,True,False
github.com/lofar-astron/prefactor,True,True,4842,True,False,True,False,False,False,False
github.com/low-sky/idl-low-,False,False,False,False,False,False,False,False,False,False
github.com/low-sky/idl-low-sky,True,False,False,False,False,False,False,False,False,False
github.com/lowderchris/frodo,True,True,9016,True,False,False,False,False,False,False
github.com/lpsinger/pygcn,True,True,3116,True,True,False,False,False,True,False
github.com/lsst/throughputs,True,True,1098,False,False,False,False,True,False,False
github.com/lucamalavolta/ccfpams,True,True,9275,True,False,False,False,False,False,False
github.com/lucamalavolta/pyorbit,True,True,3290,True,False,True,True,True,True,False
github.com/luminoctum/athena-harp,True,True,1181,False,False,False,False,False,False,False
github.com/lynnbwilsoniii/wind,False,False,False,False,False,False,False,False,False,False
github.com/lynnbwilsoniii/wind_3dp_pros,True,True,45,False,False,False,False,False,False,False
github.com/magic-sph/magic,True,True,6004,False,True,True,False,False,False,False
github.com/mathewschoﬁeld/atl,False,False,False,False,False,False,False,False,False,False
github.com/matteocantiello/ulgrb,True,True,1479,False,False,False,False,False,False,False
github.com/mattpitkin/amplitude-marginalizer,False,False,False,False,False,False,False,False,False,False
github.com/mattyowl/rssmospipeline,True,True,7112,True,False,False,False,False,False,False
github.com/mavensdc/cdflib,True,True,23539,True,True,True,True,False,True,False
github.com/mcoughlin/gwemlightcurves,True,True,102,False,False,True,False,True,True,False
github.com/mctwo/mcmac,True,True,824,False,False,False,False,False,False,False
github.com/mdipompe/angular_clustering,True,False,False,False,False,False,False,False,False,False
github.com/mdipompe/camb4idl,True,False,False,False,False,False,False,False,False,False
github.com/mdipompe/halomasses,True,False,False,False,False,False,False,False,False,False
github.com/mdipompe/lensing_xcorr,True,False,False,False,False,False,False,False,False,False
github.com/mdwarfgeek/eb,True,True,5247,False,False,False,False,True,False,False
github.com/meganmansﬁeld/marsenergybalance,False,False,False,False,False,False,False,False,False,False
github.com/melaniebeck/measure_morphology,True,True,4987,False,False,False,False,False,False,False
github.com/mfouesneau/pyextinction,True,True,531,False,False,True,False,False,True,False
github.com/mgieles/limepy,True,True,1374,True,True,True,True,False,True,False
github.com/mifumagalli/mypython,True,True,287,False,False,False,False,False,False,False
github.com/miguelfmorales/eppsilon,True,True,4914,False,False,False,False,False,False,False
github.com/miguelfmorales/fhd,True,True,11346,True,False,False,False,True,False,False
github.com/mikeireland/idlnrm,True,True,1155,False,False,False,False,False,False,False
github.com/miknab/euclidemulator,True,True,6692,True,False,False,False,True,False,False
github.com/milkyway-at-home/milkywayathome_c,False,False,False,False,False,False,False,False,False,False
github.com/mindriot101/ttvfast-python,True,True,3164,True,True,False,False,False,True,False
github.com/mischaschirmer/nebular,True,False,False,False,False,True,False,False,False,False
github.com/mithaystack/digital,False,False,False,False,False,False,False,False,False,False
github.com/mjuric/galfast,True,False,False,False,False,True,False,False,False,False
github.com/mkelley/zchecker,True,False,False,False,False,False,False,False,False,False
github.com/mkiminki/hectosky,True,True,20635,True,False,False,False,False,False,False
github.com/mkness/thecannon,True,True,1525,False,False,True,False,True,False,False
github.com/mmechtley/psfmc,True,True,2782,False,False,False,False,True,True,False
github.com/mmfausnaugh/mapspec,True,True,20841,True,False,False,False,True,True,False
github.com/mockfactory/make,False,False,False,False,False,False,False,False,False,False
github.com/mommermi/callhorizons,True,True,2857,True,False,True,True,True,True,False
github.com/mommermi/photometrypipeline,True,False,False,False,False,True,False,False,False,False
github.com/mondrik/multiband,False,False,False,False,False,False,False,False,False,False
github.com/mooneyse/ldr1-blazars,True,True,241,False,False,False,False,False,False,False
github.com/morriscb/the-wizz,True,True,10106,True,False,False,False,True,False,False
github.com/mostakas/lslga,False,False,False,False,False,False,False,False,False,False
github.com/mosﬁre-datareductionpipeline/mosﬁredrp,False,False,False,False,False,False,False,False,False,False
github.com/moustakas/impro,True,True,2151,False,False,True,False,False,False,False
github.com/moustakas/impro;,False,False,False,False,False,False,False,False,False,False
github.com/moustakas/isedfit,True,True,812,False,False,False,False,False,False,False
github.com/mpanning/europanoise,True,True,1798,False,False,False,False,False,False,False
github.com/mpanning/msl-experiment,True,True,1010,False,False,False,False,False,False,False
github.com/mpip/pfft,True,True,8132,True,True,True,False,True,False,False
github.com/mrawls/bf-rvplotter,True,True,6751,False,False,False,True,False,False,False
github.com/mrtommyb/k2fov,True,True,7492,True,True,False,False,False,True,False
github.com/mslonina/mechanic,True,True,3552,False,False,True,False,False,False,False
github.com/mslonina/mechanic;,False,False,False,False,False,False,False,False,False,False
github.com/mtlam/frequencyoptimizer5,False,False,False,False,False,False,False,False,False,False
github.com/mtlam/pypulse,True,True,2469,False,False,True,False,False,True,False
github.com/mtpenny/cfht-microlensing,True,True,297,False,False,False,False,False,False,False
github.com/mtpenny/wfirst-ml-figures,True,True,1638,False,False,False,False,True,False,False
github.com/mweastwood/ttcal,False,False,False,False,False,False,False,False,False,False
github.com/mzechmeister/serval,True,True,3444,True,False,False,False,False,False,False
github.com/nanograv/11yr_stochastic_analysis,True,True,2313,True,False,True,True,False,False,False
github.com/nanograv/enterprise,True,True,1395,False,True,True,True,False,True,False
github.com/nanograv/enterprise:,False,False,False,False,False,False,False,False,False,False
github.com/nanograv/pint,True,True,1459,False,True,True,True,True,True,False
github.com/nanograv/tempo,True,False,False,False,False,True,True,False,False,False
github.com/narulanantham/selfie,False,False,False,False,False,False,False,False,False,False
github.com/nasa-lambda/cmb,False,False,False,False,False,False,False,False,False,False
github.com/nasa/kepler-pipeline,True,True,5675,False,False,False,False,False,False,False
github.com/nasa/kepler-robovetter,True,True,7026,False,False,False,False,False,False,False
github.com/nasa/keplerports,True,True,3654,False,False,False,False,False,False,False
github.com/natashabatalha/color-color,True,True,951,True,True,False,True,False,True,False
github.com/natashabatalha/pandexo,True,True,1420,True,True,True,False,False,True,False
github.com/navtejsingh/pychimera,True,True,1079,True,False,False,False,False,True,False
github.com/nbodyx/nbody6,True,False,False,False,False,False,False,False,False,False
github.com/ndaniyar/aphot,True,True,5313,False,False,False,False,True,False,False
github.com/nespinoza/ao-reduction,True,True,38,False,False,False,False,False,False,False
github.com/nespinoza/exonailer,True,True,14993,True,False,False,True,False,False,False
github.com/nespinoza/lcogtdd,True,True,3279,False,False,False,False,False,False,False
github.com/nespinoza/luckyimg-reduction,True,True,1579,False,False,False,False,False,False,False
github.com/nespinoza/spotnest,True,True,4544,True,False,False,False,False,False,False
github.com/nespinoza/ﬂicker-noise,False,False,False,False,False,False,False,False,False,False
github.com/newville/lmfit-py,True,True,3562,True,True,True,False,True,True,False
github.com/nhmc/hires,True,False,False,False,False,False,False,False,False,False
github.com/niklask/cparamlib,True,False,False,False,False,True,False,True,False,False
github.com/nithyanandan/prisim,True,True,2721,True,False,False,False,False,True,False
github.com/nkern/emupy,True,True,962,False,True,False,False,True,True,False
github.com/nkern/pycape,True,True,1036,False,True,False,False,True,True,False
github.com/norabolig/resmap,True,True,1724,False,False,False,False,False,False,False
github.com/nphammon/ammonia-water-ice-shell-,True,True,9822,False,False,False,False,False,False,False
github.com/nrao/unipops,True,False,False,False,False,False,False,False,False,False
github.com/nschorgh/planetary-code-,False,False,False,False,False,False,False,False,False,False
github.com/ntveem/sterile-dm,True,False,False,False,False,False,False,False,False,False
github.com/nugrid/nupycee,True,True,2885,True,True,False,False,False,True,False
github.com/nushio3/ufcorin,True,True,301,False,False,False,False,False,False,False
github.com/nustar/nustar-idl,True,True,1566,False,False,False,False,False,False,False
github.com/nworbde/dstar,True,True,5006,True,False,False,False,True,False,False
github.com/nyusngroup/pymcz,True,True,10124,False,False,False,False,True,True,False
github.com/nyusngroup/sesnspectralib,True,True,9258,False,False,False,False,True,False,False
github.com/nyusngroup/sesntemple,True,True,6792,False,False,False,False,False,False,False
github.com/nyusngroup/sesntemples,False,False,False,False,False,False,False,False,False,False
github.com/odakahirokazu/comptonsoft,True,True,4535,False,False,True,False,True,False,False
github.com/odeint-v2/index,False,False,False,False,False,False,False,False,False,False
github.com/olgabot/prettyplotlib,True,True,6896,True,True,True,True,True,True,False
github.com/oorb/oorb,True,True,17208,True,True,True,False,False,False,False
github.com/oscaribv/exotrending,True,True,4459,True,False,False,False,False,False,False
github.com/ossos/liborbfit,True,False,False,False,False,False,False,False,True,False
github.com/ossos/liborbﬁt,False,False,False,False,False,False,False,False,False,False
github.com/ossos/surveysimulator,True,True,0,False,False,False,False,False,False,False
github.com/owertz/pyspt,True,True,7341,True,True,True,True,True,True,False
github.com/oxes/k2sc,True,True,2202,True,True,False,False,False,True,False
github.com/oﬁonnad/radiowinds;,False,False,False,False,False,False,False,False,False,False
github.com/parkus/ffd,True,True,6240,False,False,False,False,False,False,False
github.com/parkus/flaiil,True,True,1001,False,False,False,True,False,False,False
github.com/parkus/scicatalog,True,False,False,False,False,False,False,False,False,False
github.com/paulhancock/aegean,True,True,3375,True,True,True,True,True,True,False
github.com/paulmcmillan-astro/galpot,True,True,3609,True,False,False,False,True,False,False
github.com/pavesiriccardo/mf3d,True,True,4780,False,False,False,False,False,False,False
github.com/payeldas/made,True,True,1176,False,False,False,False,False,False,False
github.com/pboley/oiﬁts,False,False,False,False,False,False,False,False,False,False
github.com/pcubillos/apjtemplate,True,True,1212,False,False,False,False,False,False,False
github.com/pcubillos/cubillosetal2017,False,False,False,False,False,False,False,False,False,False
github.com/pcubillos/kilpatricketal2018_wasp63b,True,True,949,False,False,False,False,False,False,False
github.com/pcubillos/mccubed,True,True,200,False,False,True,False,True,True,False
github.com/pcubillos/pyratbay,False,False,False,False,False,False,False,False,False,False
github.com/pcubillos/rate,True,True,4000,False,False,True,False,False,False,False
github.com/pdalba/transit,False,False,False,False,False,False,False,False,False,False
github.com/pdh21/nmf_software,True,True,1925,False,False,False,False,False,False,False
github.com/pearsonkyle/signal-alignment,True,True,4470,False,False,False,False,False,False,False
github.com/petigura/ffa,True,True,697,False,False,False,False,False,True,False
github.com/petigura/k2phot,True,True,1806,False,False,False,False,False,False,False
github.com/petigura/specmatch-syn,True,False,False,False,False,True,False,False,True,False
github.com/petigura/terra,True,True,1245,True,False,False,False,False,True,False
github.com/pexpect/pexpect,True,True,2421,True,True,True,True,True,True,False
github.com/pgrete/athena-cversion,True,True,104,False,False,True,False,False,False,False
github.com/pgromano/pinky,True,True,1642,False,False,False,False,True,True,False
github.com/phayne/heat1d,True,True,677,False,False,False,False,True,False,False
github.com/phil-mansfield/shellfish,True,True,4228,True,False,True,False,False,False,False
github.com/phillippro/agatha,True,False,False,False,False,False,False,False,False,False
github.com/phn/pytpm,True,True,108,False,False,False,True,False,True,False
github.com/pigimonaco/pinocchio,True,True,3299,False,False,False,False,True,False,False
github.com/pkgw/mcmc-reporting,True,False,False,False,False,False,True,False,False,False
github.com/pkgw/pwkit,True,True,2327,True,False,True,True,False,True,False
github.com/pkgw/pwpy,True,True,393,False,False,False,False,False,False,False
github.com/plazar/coast,False,False,False,False,False,False,False,False,False,False
github.com/plazar/pipeline2,False,False,False,False,False,False,False,False,False,False
github.com/pmelchior/skymapper,True,True,6190,True,False,False,False,True,True,False
github.com/pqrs6/clee-fast,True,True,1123,False,False,False,False,False,False,False
github.com/profxj/xidl,True,True,145,False,False,True,False,False,False,False
github.com/ptorrey/sunpy,True,True,2356,False,False,False,False,True,False,False
github.com/ptorrey/torrey_cmf,True,True,102,False,False,False,False,True,False,False
github.com/pw31/ggchem,True,True,5899,False,False,False,False,True,False,False
github.com/pybind/pybind11,True,True,5820,False,True,True,True,False,True,False
github.com/pydl/asda,True,True,5077,True,False,False,False,False,False,False
github.com/pydl/pyflct,True,True,4130,True,False,False,False,False,False,False
github.com/pyigm/pyigm,True,True,281,False,True,True,False,True,True,False
github.com/pymc-devs/pymc,True,True,7973,True,True,True,True,True,True,False
github.com/pynbody/pynbody,True,True,2416,False,True,True,True,True,True,False
github.com/pynbody/pynbody;,False,False,False,False,False,False,False,False,False,False
github.com/pypit/cos_redux,True,True,70,False,False,True,False,False,True,False
github.com/pypit/pypit,True,True,1230,False,True,True,True,False,True,False
github.com/pyspeckit/pyspeckit,True,True,3412,False,True,True,True,True,True,False
github.com/qian-yang/skewt-qso,True,True,1175,True,False,False,False,False,False,False
github.com/qiqi/lssode,True,True,858,False,False,False,False,True,False,False
github.com/radio-astro-tools/casa-python,True,True,3127,True,False,False,False,False,False,False
github.com/radio-astro-tools/spectral-cube,True,True,1466,False,True,True,True,False,True,False
github.com/rainwoodman/fastpm,True,True,14328,True,True,False,True,True,False,False
github.com/rainwoodman/mp-gadget,True,True,4756,True,True,False,False,True,False,False
github.com/rainwoodman/python-mpi-bcast,True,True,6922,True,True,False,False,False,False,False
github.com/rainwoodman/runtests,True,True,4532,True,True,False,False,False,True,False
github.com/rameyer/quicfit,True,True,3528,True,False,False,False,False,True,False
github.com/rbrthogan/gaz,True,True,1945,False,False,False,False,False,False,False
github.com/rcooke-ast/alis,True,True,1083,False,False,True,False,True,True,False
github.com/remcovandenbosch/black-hole-mass-compilation,True,True,1103,False,False,False,False,False,False,False
github.com/revoltek/losoto,True,True,1729,True,False,True,True,True,True,False
github.com/richardjcool/hsred,True,False,False,False,False,True,False,False,False,False
github.com/richteague/eddy,True,True,3001,True,False,True,True,True,True,False
github.com/rmgarnett/gp_,False,False,False,False,False,False,False,False,False,False
github.com/rmgarnett/gp_dla_detection,True,True,11919,False,False,False,False,False,False,False
github.com/rmjarvis/treecorr,True,True,11652,True,True,True,True,True,True,False
github.com/rmroettenbacher/sauces,True,True,1457,False,False,False,False,False,False,False
github.com/rnikutta/ndiminterpolation,True,True,950,False,False,False,False,False,True,False
github.com/rnikutta/rhocube,True,True,1623,False,False,False,False,False,False,False
github.com/rnikutta/s61-supplements,True,True,1227,False,False,False,False,False,False,False
github.com/rodluger/everest,True,True,1882,True,True,True,True,False,True,False
github.com/rodluger/exoaurora,True,True,1234,False,False,False,False,False,False,False
github.com/rodluger/planetplanet,True,True,3239,True,True,True,True,False,True,False
github.com/rodluger/pysyzygy,True,True,2189,False,True,False,False,True,True,False
github.com/rodluger/starry,True,True,1019,False,True,True,True,True,True,False
github.com/rpoleski/mulensmodel,True,True,4583,True,False,True,False,True,True,False
github.com/rsnemmen/bces,True,True,8826,True,False,False,False,True,True,False
github.com/rstoneback/pysat,True,True,2710,True,True,True,True,False,True,False
github.com/rstoneback/pysatcdf,True,True,5135,True,True,False,False,False,True,False
github.com/rstoneback/pysatmagvect,True,True,5174,False,True,True,True,False,True,False
github.com/rstrausb/icacti,True,False,False,False,False,False,False,False,False,False
github.com/rtip/artip,True,True,4702,True,False,False,False,True,False,False
github.com/ruggiero/clustep,True,True,2840,False,False,False,False,False,False,False
github.com/ryanoelkers/dia,True,True,5928,True,False,False,True,False,False,False
github.com/ryanscranton/astro-stomp,True,False,False,False,False,False,False,True,False,False
github.com/saint-germain/errorprediction,True,True,1976,False,False,False,False,False,False,False
github.com/samb8s/psrpoppy,True,True,3618,True,False,True,False,True,True,False
github.com/samreay/chainconsumer,True,True,10968,True,True,True,False,True,True,False
github.com/samreay/marz,True,False,False,False,False,False,False,False,False,False
github.com/samuelyeewl/specmatch-emp,True,True,792,False,False,True,True,False,True,False
github.com/savila/halogen,True,True,2616,False,False,False,False,True,False,False
github.com/sawellons/ndpredict,True,True,3265,False,False,False,False,False,False,False
github.com/sbailey/empca,True,True,2119,False,False,False,False,True,False,False
github.com/sbird/cloudy_tables,True,False,False,False,False,False,False,False,False,False
github.com/sbird/dla_script,True,False,False,False,False,False,False,False,False,False
github.com/sbird/fake_spectra,True,False,False,False,True,False,False,False,True,False
github.com/sbird/hybrid-neutrino,True,False,False,False,False,False,False,False,False,False
github.com/sbird/kspace-neutrinos,True,True,11012,False,False,False,False,True,False,False
github.com/sbussmann/uvmcmcfit,True,True,1937,False,False,True,True,False,False,False
github.com/sbussmann/uvmcmcﬁt,False,False,False,False,False,False,False,False,False,False
github.com/scottransom/presto,True,True,7100,True,False,True,False,False,False,False
github.com/scottransom/psrﬁts,False,False,False,False,False,False,False,False,False,False
github.com/sczesla/pyastronomy,True,True,1838,True,False,False,True,False,True,False
github.com/sdb05c/files,False,False,False,False,False,False,False,False,False,False
github.com/sdss/marvin,True,True,4129,True,True,True,True,False,True,False
github.com/seanslindsay/sara,True,True,3379,True,False,False,False,False,False,False
github.com/seap-udea/gravray,True,True,22563,True,False,False,False,False,False,False
github.com/seawander/centerradon,True,True,1585,True,False,False,False,False,True,False
github.com/seawander/nmf_imaging,True,True,4173,True,False,False,False,False,True,False
github.com/seeh/surprise,True,True,1280,True,True,True,False,True,True,False
github.com/sefusatti/poweri4,True,True,2919,False,False,False,False,False,False,False
github.com/segasai/astrolibpy,True,False,False,False,False,False,False,False,False,False
github.com/sfabbro/allphot,True,False,False,False,False,False,False,True,False,False
github.com/sibirrer/lenstronomy,True,True,7559,True,True,True,True,True,True,False
github.com/sibirrer/lenstronomy_extensions,True,True,4116,True,True,True,False,True,True,False
github.com/simongibbons/pyfof,True,True,1437,True,False,False,False,True,True,False
github.com/sixbynine/sigproc,True,False,False,False,False,False,False,False,False,False
github.com/sjaﬀa/jplots,False,False,False,False,False,False,False,False,False,False
github.com/skdaccess/skdaccess,True,True,27452,True,False,False,False,True,True,False
github.com/skirt/pts,True,True,2172,False,False,True,False,False,False,False
github.com/skirt/skirt,True,True,2731,False,False,True,False,False,False,False
github.com/smartsconsortium/andicam,True,True,6758,True,False,False,False,False,False,False
github.com/smillholland/gj876,True,True,1594,False,False,False,False,False,False,False
github.com/smillholland/kepler,False,False,False,False,False,False,False,False,False,False
github.com/smirik/mercury,True,True,38146,True,False,False,False,False,False,False
github.com/sncosmo/sncosmo,True,True,1005,True,True,True,True,False,True,False
github.com/soniakeys/digest2,True,False,False,False,False,False,False,False,False,False
github.com/sophiemurray/moswoc-ﬂare-veriﬁcation;,False,False,False,False,False,False,False,False,False,False
github.com/spaceml/psfgan,True,True,6692,False,False,False,False,False,False,False
github.com/spacepy/spacepy,True,True,3923,True,True,False,False,False,True,False
github.com/spacetelescope/gwcs,True,True,3546,True,True,True,True,True,True,False
github.com/spacetelescope/mast-api-notebooks,True,True,1843,False,False,False,False,True,False,False
github.com/spacetelescope/pysynphot,True,True,657,False,True,True,True,False,True,False
github.com/specdb/specdb,True,True,630,False,True,True,True,False,True,False
github.com/srodney/hstsntools,True,True,635,True,False,False,False,False,False,False
github.com/srodney/sndrizpipe,True,True,8695,True,False,True,False,False,True,False
github.com/srodney/wfirst,True,True,72,False,False,False,False,False,False,False
github.com/stan-dev/stan,True,True,1576,False,True,False,False,False,False,False
github.com/stargrazer82301/caapr,True,True,16693,True,False,False,False,False,True,False
github.com/starlink/starlink,True,False,False,False,False,True,False,False,False,False
github.com/stefano-meschiari/systemic2,True,True,396,False,False,True,False,True,False,False
github.com/stephtdouglas/k2phot,True,False,False,False,False,False,False,False,False,False
github.com/stephtdouglas/k2spin,True,False,False,False,False,False,False,False,False,False
github.com/steven-murray/hmf,True,True,1409,True,True,True,True,True,True,False
github.com/stevertaylor/nx01,True,True,9238,True,False,False,False,False,False,False
github.com/stingraysoftware/stingray,True,True,6084,True,True,True,True,False,True,False
github.com/storyofthewolf/exocam,True,False,False,False,False,False,False,False,False,False
github.com/stuartlittlefair/lsr1835,True,True,1011,False,False,False,False,False,False,False
github.com/substack/minimist,True,False,False,False,True,False,False,True,False,False
github.com/sukritranjan/ranjanwordsworthsasselov2017b,True,False,False,False,False,False,False,False,False,False
github.com/surhudm/savitzky_golay_with_errors,True,True,671,False,False,True,False,False,False,False
github.com/svalenti/floyds_pipeline,True,True,2049,True,False,False,False,False,True,False
