arxiv_id,urls
arXiv:1901.03877,['github.com/StingraySoftware/stingray']
arXiv:1703.06228,[]
arXiv:1707.02434,"['github.com/djones1040/PythonPhot)51' 'github.com/srodney/sndrizpipe),']"
arXiv:1710.10703,['github.com/linetools/linetools' 'github.com/yzhenggit/Zheng18']
arXiv:1607.00013,"['github.com/' 'github.com/themiyan/MosfireDRP_'
 'github.com/themiyan/zﬁre']"
arXiv:1709.08640,['github.com/zpenoyre/' 'github.com/zpenoyre/CausticFrog']
arXiv:1605.06156,['github.com/achael/eht-imaging' 'github.com/achael/eht-imaging)']
arXiv:1810.02341,['github.com/jdeast/EXOFASTv2' 'github.com/petigura/specmatch-syn']
arXiv:1806.04221,['github.com/rstrausb/ICACTI']
arXiv:1811.05955,"['github.com/dfm/celerite' 'github.com/dfm/emcee)'
 'github.com/mzechmeister/serval' 'github.com/phillippro/agatha),'
 'github.com/stefano-']"
arXiv:1709.04065,"['github.com/jlenain/ﬂaapluc,']"
arXiv:1810.13055,['github.com/nanograv/PINT']
arXiv:1709.10328,['github.com/igrins/plp' 'github.com/nasa/kepler-pipeline']
arXiv:1710.11129,['github.com/' 'github.com/MTMurphy77/']
arXiv:1802.03084,['github.com/' 'github.com/dask/distributed' 'github.com/realfastvla']
arXiv:1802.00133,['github.com/bd-j/']
arXiv:1610.04615,['github.com/kasperschmidt/GLASSinspectionGUIs']
arXiv:1702.01820,['github.com/natashabatalha/PandExo']
arXiv:1711.01267,"['github.com/dfm/corner' 'github.com/samuelyeewl/specmatch-emp'
 'github.com/timothydmorton/VESPA']"
arXiv:1708.08842,['github.com/yasharhezaveh/Ensai']
arXiv:1801.00412,['github.com/sczesla/PyAstronomy']
arXiv:1704.07421,['github.com/pcubillos/KilpatrickEtal2018_WASP63b']
arXiv:1810.04762,['github.com/RMRoettenbacher/SAUCES' 'github.com/vidakris/ﬂatwrm']
arXiv:1708.01260,['github.com/PYPIT/PYPIT' 'github.com/rcooke-ast/']
arXiv:1609.06138,"['github.com/SKIRT/PTS' 'github.com/SKIRT/SKIRT'
 'github.com/stargrazer82301/CAAPR']"
arXiv:1510.08049,['github.com/nyusngroup']
arXiv:1601.06052,['github.com/timothydmorton/obliquity']
arXiv:1902.01936,['github.com/andosa/treeinterpreter/' 'github.com/dmitryduev/broker/']
arXiv:1611.02141,['github.com/magic-sph']
arXiv:1605.09738,['github.com/nustar']
arXiv:1803.02858,['github.com/petigura/k2phot' 'github.com/petigura/terra']
arXiv:1609.04399,[]
arXiv:1602.04794,[]
arXiv:1807.00024,['github.com/hannorein/']
arXiv:1808.02808,['github.com/']
arXiv:1507.04325,['github.com/YSOVAR']
arXiv:1710.05463,"['github.com/dnkasen/Kasen_Kilonova_Models_2017'
 'github.com/dnkasen/Kasen_Kilonova_Models_2017The']"
arXiv:1710.02894,['github.com/caseywstark/dachshund' 'github.com/kheegan/tomo_mapsn']
arXiv:1605.02825,['github.com/' 'github.com/timothydmorton/vespa']
arXiv:1711.11063,['github.com/walterfb/pmpar']
arXiv:1801.07320,"['github.com/' 'github.com/danxhuber/isoclassify'
 'github.com/davidkipping/forecaster']"
arXiv:1903.07637,[]
arXiv:1904.04784,['github.com/NuSTAR/nustar-idl']
arXiv:1806.09497,"['github.com/junkoda/cola' 'github.com/pigimonaco/Pinocchio'
 'github.com/savila/halogen' 'github.com/sefusatti/PowerI4']"
arXiv:1806.09499,"['github.com/junkoda/cola' 'github.com/pigimonaco/Pinocchio'
 'github.com/savila/halogen' 'github.com/sefusatti/PowerI4']"
arXiv:1804.05065,"['github.com/dtamayo/reboundx' 'github.com/farr/Rings,']"
arXiv:1610.07699,[]
arXiv:1510.01479,[]
arXiv:1805.08767,"['github.com/richardjcool/HSRed),']"
arXiv:1504.06642,[]
arXiv:1603.09167,"['github.com/OxES/k2sc' 'github.com/hpparvi/PyBLS'
 'github.com/hpparvi/PyDE,' 'github.com/hpparvi/PyTransit']"
arXiv:1706.06108,['github.com/ianan/demreg']
arXiv:1705.04688,"['github.com/andreimesinger/21cmFAST' 'github.com/jpober/21cmSense'
 'github.com/nkern/emupy' 'github.com/nkern/pycape']"
arXiv:1804.06493,['github.com/bcalden/xray-tmap-pypeline']
arXiv:1704.00203,['github.com/timothydmorton/isochrones']
arXiv:1605.09180,['github.com/vincentvaneylen']
arXiv:1512.03050,"['github.com/aphearin/decorated-hod-paper'
 'github.com/aphearin/decorated-hod-paper,'
 'github.com/astropy/halotools,' 'github.com/astropy/package-template']"
arXiv:1805.01298,['github.com/' 'github.com/lkreidberg/batman)']
arXiv:1608.05085,['github.com/ahwkuepper/mcluster' 'github.com/nbodyx/Nbody6']
arXiv:1805.02332,['github.com/jobovy/galpy' 'github.com/jonathansick/padova']
arXiv:1701.01099,['github.com/scottransom/presto']
arXiv:1505.00777,['github.com/srodney/hstsntools']
arXiv:1808.10682,['github.com/AstroChem/vis' 'github.com/lime-rt/lime']
arXiv:1808.00473,"['github.com/TimothyADavis/makeplots' 'github.com/granttremblay/'
 'github.com/jeremysanders/ggm']"
arXiv:1612.02001,['github.com/cconroy20/fsps']
arXiv:1807.04886,['github.com/']
arXiv:1612.03935,"['github.com/brittonsmith/cloudy'
 'github.com/brittonsmith/cloudy_cooling_tools'
 'github.com/sbird/fake_spectra' 'github.com/trident-project/trident']"
arXiv:1603.05666,[]
arXiv:1212.1719,[]
arXiv:1610.01731,"['github.com/demorest/nanopipe' 'github.com/jellis18/PAL2'
 'github.com/vallis/libstempo']"
arXiv:1804.02410,['github.com/gbrammer/grizli/']
arXiv:1610.02721,['github.com/magic-sph']
arXiv:1811.07930,"['github.com/apmechev/' 'github.com/lofar-astron/factor'
 'github.com/lofar-astron/prefactor']"
arXiv:1809.06434,[]
arXiv:1506.08807,['github.com/WorldWideTelescope']
arXiv:1505.06211,['github.com/djones1040/PyPhot' 'github.com/srodney/sndrizpipe']
arXiv:1804.06269,[]
arXiv:1803.01878,['github.com/ekta1224/BayesToolsSatDynamics']
arXiv:1707.07905,['github.com/specdb']
arXiv:1601.06790,['github.com/adrn/biff' 'github.com/adrn/ophiuchus']
arXiv:1811.02570,"['github.com/lalanz/bootstrap_asurv'
 'github.com/lalanz/orthogonal_regression']"
arXiv:1808.07482,['github.com/dfm/corner' 'github.com/mdwarfgeek/eb']
arXiv:1810.09347,['github.com/cmbant/CosmoMC' 'github.com/cmbant/lenspix']
arXiv:1802.01707,['github.com/demorest/sdmpy' 'github.com/samb8s/PsrPopPy']
arXiv:1603.08529,['github.com/jgagneastro/FireHose_v2/tree/']
arXiv:1810.07298,['github.com/navtejsingh/pychimera']
arXiv:1803.07562,['github.com/kbarbary/nestle)']
arXiv:1803.07571,['github.com/nanograv/pint']
arXiv:1604.00031,['github.com/fraserw/TRIPPy']
arXiv:1510.05541,['github.com/magic-sph/magic']
arXiv:1411.3744,['github.com/drupke/ifsfit' 'github.com/drupke/ifsred']
arXiv:1710.05457,['github.com/pkgw/pwkit']
arXiv:1809.04089,"['github.com/Keck-'
 'github.com/Keck-DataReductionPipelines/OsirisDRP/tree/master'
 'github.com/drlaw1558/osiris' 'github.com/drlaw1558/osiris/osredx']"
arXiv:1511.04469,"['github.com/mdipompe/angular_clustering' 'github.com/mdipompe/camb4idl'
 'github.com/mdipompe/halomasses' 'github.com/mdipompe/lensing_xcorr']"
arXiv:1411.0767,[]
arXiv:1609.05941,[]
arXiv:1104.1669,[]
arXiv:1505.01495,[]
arXiv:1801.06289,[]
arXiv:1706.02310,[]
arXiv:1609.09499,['github.com/healpy/healpy' 'github.com/pynbody/pynbody)']
arXiv:1511.01988,[]
arXiv:1603.01910,['github.com/rsnemmen/BCES']
arXiv:1501.01663,['github.com/jeremysanders/xspec']
arXiv:1710.05853,['github.com/cmccully/' 'github.com/svalenti/FLOYDS_pipeline']
arXiv:1602.06982,['github.com/skendrew']
arXiv:1307.0561,['github.com/hyperion-rt/bhmie']
arXiv:1708.07462,"['github.com/OxES/k2sc' 'github.com/benjaminpope/inclinations'
 'github.com/hvidy/']"
arXiv:1702.06957,['github.com/BU-hammerTeam/PyHammer']
arXiv:1512.02643,['github.com/danxhuber/galclassify' 'github.com/danxhuber/k2epic']
arXiv:1202.6007,['github.com/zooniverse/Talk']
arXiv:1709.06566,['github.com/kbarbary/nestle' 'github.com/wkerzendorf/wsynphot']
arXiv:1706.00833,['github.com/AstroChem/vis_sample']
arXiv:1803.00689,['github.com/ebachelet/pyLIMA']
arXiv:1701.05564,"['github.com/tdrobinson/scaTran,']"
arXiv:1812.00103,['github.com/nasa/kepler-pipeline']
arXiv:1608.03373,[]
arXiv:1902.06955,['github.com/healpy/healpy']
arXiv:1801.01502,[]
arXiv:1812.01649,['github.com/ebechter/InstrumentSimulator']
arXiv:1706.07732,[]
arXiv:1705.03491,['github.com/California-Planet-Search/radvel']
arXiv:1502.05854,['github.com/sbussmann/uvmcmcfit']
arXiv:1412.7039,['github.com/CKrawczyk/densityplot']
arXiv:1810.04888,['github.com/rsnemmen/BCES']
arXiv:1809.04178,[]
arXiv:1808.05438,[]
arXiv:1508.07239,[]
arXiv:1704.04344,[]
arXiv:1703.05767,['github.com/ekta1224/']
arXiv:1708.01953,[]
arXiv:1612.04818,[]
arXiv:1601.07906,[]
arXiv:1606.03624,[]
arXiv:1510.06066,[]
arXiv:1609.01527,['github.com/argiopetech/base/releases)']
arXiv:1606.02304,['github.com/granttremblay/Tremblay_']
arXiv:1706.09416,"['github.com/jobovy/mwdust' 'github.com/mrtommyb/K2fov'
 'github.com/rmjarvis/TreeCorr']"
arXiv:1707.05873,['github.com/kcwidev/kderp']
arXiv:1609.00724,['github.com/ddemidov/' 'github.com/ddemidov/vexcl']
arXiv:1810.04074,"['github.com/KeplerGO/kadenza' 'github.com/petigura/k2phot'
 'github.com/petigura/terra']"
arXiv:1705.00618,[]
arXiv:1607.00007,"['github.com/bjfultn/three_neptunes'
 'github.com/timothydmorton/isochrones']"
arXiv:1504.02133,['github.com/']
arXiv:1208.4122,['github.com/sbailey/empca']
arXiv:1708.05057,[]
arXiv:1808.04420,['github.com/' 'github.com/jgagneastro/banyan']
arXiv:1807.08453,['github.com/natashabatalha/color-color']
arXiv:1702.02219,"['github.com/ariedel' 'github.com/ariedel/young_catalog'
 'github.com/˜ariedel/young_catalog']"
arXiv:1403.3076,['github.com/wangye0206/Cloudy_Helper)']
arXiv:1806.08017,['github.com/pkgw/pwkit']
arXiv:1709.02543,['github.com/mockFactory/make']
arXiv:1712.03020,['github.com/gbrammer/eazy-photoz)' 'github.com/jspilker/visilens']
arXiv:1701.01728,[]
arXiv:1705.04322,[]
arXiv:1804.04133,['github.com/igrins/plp' 'github.com/sczesla/PyAstronomy']
arXiv:1605.00711,['github.com/dmlc/xgboost']
arXiv:1612.04401,['github.com/keflavich/dust_emissivity)']
arXiv:1706.07489,['github.com/vortex-exoplanet']
arXiv:1703.09867,['github.com/cmbant/getdist' 'github.com/dfm/corner']
arXiv:1509.06377,['github.com/dfm/python-fsps)']
arXiv:1507.05631,['github.com/' 'github.com/bmazin/']
arXiv:1605.05376,['github.com/ascendingnode/PyNBody']
arXiv:1506.08443,[]
arXiv:1903.09637,['github.com/benmontet/f3']
arXiv:1708.06362,['github.com/atchekho/harmpi']
arXiv:1511.00685,[]
arXiv:1409.1349,['github.com/dfm/photodynam']
arXiv:1809.02755,['github.com/acbecker/hotpants']
arXiv:1608.08259,['github.com/jgagneastro/FireHose_v2/tree/v2']
arXiv:1811.08468,"['github.com/adamkovics/atmosphere/blob/master/atmosphere/rt/pydisort'
 'github.com/astropy/astroscrappy' 'github.com/emolter/nirc2'
 'github.com/keﬂavich/image']"
arXiv:1711.11100,['github.com/jgagneastro/' 'github.com/kelle/']
arXiv:1512.04654,['github.com/djones1040/PythonPhot']
arXiv:1803.09184,['github.com/mtpenny/cfht-microlensing']
arXiv:1804.08657,"['github.com/dstndstn/tractor' 'github.com/legacysurvey/legacypipe'
 'github.com/legacysurvey/obsbot']"
arXiv:1801.01885,"['github.com/dnidever/noaosourcecatalog'
 'github.com/dnidever/noaosourcecatalog/blob/']"
arXiv:1804.01099,['github.com/apmechev/GRID_LRT' 'github.com/mhardcastle']
arXiv:1604.01051,['github.com/astropy/astroquery/blob/master/']
arXiv:1310.2540,[]
arXiv:1807.08759,[]
arXiv:1604.06074,['github.com/argiopetech/base/releases)']
arXiv:1412.1529,['github.com/CosmoloPy/' 'github.com/jpivarski/pyminuit']
arXiv:1810.04961,['github.com/' 'github.com/richteague/eddy']
arXiv:1608.08211,['github.com/plazar/pipeline2' 'github.com/scottransom/presto']
arXiv:1704.08230,['github.com/carronj/LensIt' 'github.com/dhanson/qcinv']
arXiv:1801.05955,['github.com/xinglunju/pyAmor' 'github.com/xinglunju/tdviz']
arXiv:1407.6003,[]
arXiv:1702.04314,[]
arXiv:1511.03656,[]
arXiv:1508.04121,['github.com/CKrawczyk/densityplot']
arXiv:1502.03954,[]
arXiv:1809.01228,['github.com/hannorein/rebound']
arXiv:1805.01900,"['github.com/apmechev/GRID' 'github.com/lofar-astron/factor'
 'github.com/lofar-astron/prefactor']"
arXiv:1802.06791,['github.com/apmechev/GRID_LRT' 'github.com/lofar-astron/prefactor']
arXiv:1711.01273,['github.com/lofar-astron/factor' 'github.com/lofar-astron/prefactor']
arXiv:1709.00406,[]
arXiv:1601.02302,[]
arXiv:1609.05377,[]
arXiv:1503.01846,[]
arXiv:1708.01904,[]
arXiv:1807.02952,[]
arXiv:1710.05288,"['github.com/bsumlin/PyMieScatt' 'github.com/bsumlin/PyMieScatt/),']"
arXiv:1708.01538,"['github.com/esheldon/kmeans' 'github.com/pmelchior/skymapper'
 'github.com/rmjarvis/TreeCorr']"
arXiv:1702.02618,['github.com/pyigm/pyigm']
arXiv:1803.10781,['github.com/kcwidev/kderp/blob/master']
arXiv:1804.07764,['github.com/']
arXiv:1604.00131,['github.com/ebellm/pyraf-dbsp']
arXiv:1708.03491,['github.com/']
arXiv:1707.00606,['github.com/eSpaceEPFL/CASSISgeometry']
arXiv:1608.03132,['github.com/mischaschirmer/nebular/releases']
arXiv:1810.05610,['github.com/vsadykov/TEBBS']
arXiv:1511.09213,['github.com/awmann/Teﬀ_rad_mass_lum' 'github.com/awmann/metal']
arXiv:1512.09093,['github.com/dahowell/superﬁt' 'github.com/gbrammer/threedhst']
arXiv:1409.4767,['github.com/ahwkuepper/mcluster']
arXiv:1902.01932,"['github.com/TheAstroFactory/pydis'
 'github.com/ZwickyTransientFacility/ztf-avro-alert']"
arXiv:1811.02715,['github.com/gregreen/dustmaps']
arXiv:1902.01433,"['github.com/' 'github.com/benjaminrose/mc-age'
 'github.com/kbarbary/sfdmap']"
arXiv:1805.05355,"['github.com/OSSOS/liborbfit,' 'github.com/OSSOS/liborbﬁt),']"
arXiv:1611.03509,['github.com/jbochanski/']
arXiv:1410.3477,['github.com/ahwkuepper/mcluster']
arXiv:1802.08890,['github.com/benbaror/scrrpy']
arXiv:1612.07376,['github.com/timothydmorton/isochrones)']
arXiv:1201.4873,['github.com/egaburov/fvmhd3d']
arXiv:1903.00532,['github.com/gbrammer/grizli']
arXiv:1706.03708,['github.com/iancze/DiskJockey']
arXiv:1706.01460,"['github.com/astropy/astroscrappy' 'github.com/geminiutil/geminiutil'
 'github.com/kbarbary/nestle)']"
arXiv:1810.02819,['github.com/gbrammer/grizli']
arXiv:1705.03162,['github.com/hubailmm/K-S_1D_Swept']
arXiv:1403.1895,['github.com/kdeck/TTVFast']
arXiv:1706.05459,"['github.com/astroML/gatspy/tree/master/gatspy/'
 'github.com/bfarr/kombine' 'github.com/dfm/emcee3']"
arXiv:1706.07062,[]
arXiv:1601.00650,['github.com/vallis/libstempo']
arXiv:1712.04950,['github.com/acbecker/hotpants']
arXiv:1708.07858,"['github.com/wtolson/Pysis' 'github.com/zooniverse/Panoptes'
 'github.com/zooniverse/Panoptes-Front-End']"
arXiv:1710.09401,[]
arXiv:1707.06024,['github.com/david-macmahon/hashpipe']
arXiv:1806.01461,['github.com/acbecker/hotpants']
arXiv:1808.07487,['github.com/dfm/corner' 'github.com/georgestein/limlam']
arXiv:1611.08305,['github.com/cconroy20/fsps' 'github.com/nell-byler/']
arXiv:1512.02154,['github.com/' 'github.com/hannorein/)']
arXiv:1503.03251,['github.com/sczesla/PyAstronomy']
arXiv:1803.04425,['github.com/dotbot2000/iso']
arXiv:1903.00497,['github.com/EnricoCorsaro/DIAMONDS']
arXiv:1810.03682,['github.com/akuznetsova/BHL']
arXiv:1712.05028,['github.com/bsumlin/PyMieScatt']
arXiv:1503.01475,['github.com/eblur/dust;' 'github.com/eblur/ghost']
arXiv:1508.04982,['github.com/kbarbary/sep']
arXiv:1709.03992,['github.com/gbrammer/grizli/']
arXiv:1805.02252,['github.com/ascendingnode/PyNBody']
arXiv:1801.06134,['github.com/jgagneastro/FireHose_']
arXiv:1710.01790,['github.com/']
arXiv:1611.06239,['github.com/astroChasqui/q2']
arXiv:1807.03213,['github.com/dvida/']
arXiv:1508.04494,['github.com/Milkyway-at-home/milkywayathome_c']
arXiv:1612.03366,"['github.com/ebellm/pyraf-dbsp' 'github.com/josephmeiring/kmpfit,']"
arXiv:1203.5486,['github.com/skendrew']
arXiv:1303.6290,[]
arXiv:1802.01704,['github.com/adrn/thejoker/']
arXiv:1612.02440,['github.com/']
arXiv:1605.09079,[]
arXiv:1611.01819,[]
arXiv:1512.08235,[]
arXiv:1611.03862,[]
arXiv:1410.2713,[]
arXiv:1612.05672,[]
arXiv:1610.00716,[]
arXiv:1601.01317,[]
arXiv:1605.08037,[]
arXiv:1810.09466,['github.com/aceilers/spectroscopic']
arXiv:1512.05679,['github.com/dfm/emcee']
arXiv:1805.01915,['github.com/hannorein/rebound']
arXiv:1803.09128,[]
arXiv:1711.03035,[]
arXiv:1411.6934,['github.com/']
arXiv:1605.04842,[]
arXiv:1705.10711,['github.com/JohannesBuchner/' 'github.com/JohannesBuchner/nway']
arXiv:1802.06914,['github.com/snfactory/']
arXiv:1801.06080,['github.com/gbrammer/wfc3']
arXiv:1811.06550,['github.com/pdalba/transit' 'github.com/tessgi/tvguide']
arXiv:1712.03959,['github.com/ptorrey/torrey_cmf']
arXiv:1901.03337,['github.com/legacysurvey/unwise' 'github.com/mostakas/LSLGA']
arXiv:1611.05259,['github.com/rnikutta/rhocube' 'github.com/rnikutta/s61-supplements']
arXiv:1507.05598,"['github.com/esheldon/kmeans' 'github.com/esheldon/ngmix'
 'github.com/rmjarvis/TreeCorr']"
arXiv:1809.02548,['github.com/Trovemaster/exocross']
arXiv:1610.01624,['github.com/jcoupon/venice']
arXiv:1604.02076,['github.com/keﬂavich/image']
arXiv:1710.06097,['github.com/nanograv/PINT']
arXiv:1504.02200,['github.com/duffell/RT1D']
arXiv:1503.07244,['github.com/taldcroft/datastack/blob/master/']
arXiv:1810.10098,['github.com/davidreiman/deblender-gan-images']
arXiv:1806.05691,['github.com/PYPIT/PYPIT']
arXiv:1611.00835,['github.com/argiopetech/base']
arXiv:1903.07661,['github.com/VirtualPlanetaryLaboratory/atmos']
arXiv:1811.06028,['github.com/jrvliet/mockspec']
arXiv:1707.01937,['github.com/pkgw/pwkit']
arXiv:1801.05720,['github.com/seap-udea/GravRay']
arXiv:1807.10298,['github.com/timothydmorton/isochrones']
arXiv:1710.05842,['github.com/lpsinger/pygcn' 'github.com/svasyly/pygcn']
arXiv:1612.01531,['github.com/phil-mansfield/shellfish']
arXiv:1803.09854,"['github.com/' 'github.com/rainwoodman/MP-Gadget/,'
 'github.com/sbird/hybrid-neutrino' 'github.com/sbird/kspace-neutrinos'
 'github.com/sbird/kspace-neutrinos/']"
arXiv:1706.00825,['github.com/astrocatalogs/astrocats' 'github.com/guillochon/MOSFiT']
arXiv:1505.01845,[]
arXiv:1812.06881,['github.com/dstansby/']
arXiv:1807.01617,['github.com/antyeates1983/sft']
arXiv:1607.07453,[]
arXiv:1203.6255,['github.com/davidwhogg/SelfCalibration/']
arXiv:1612.02856,['github.com/feffenberger/occulted-flares']
arXiv:1612.02881,"['github.com/jgagneastro/FireHose_' 'github.com/jgagneastro/red_'
 'github.com/kelle/NIRTemplates_Manuscript/'
 'github.com/pkgw/mcmc-reporting']"
arXiv:1507.06655,['github.com/ntveem/sterile-dm' 'github.com/ntveem/sterile-dm/']
arXiv:1708.00195,['github.com/healpy/healpy']
arXiv:1805.03466,['github.com/timothydmorton/VESPA']
arXiv:1605.07211,['github.com/awmann/metal']
arXiv:1701.00502,['github.com/dnidever/PHOTRED' 'github.com/dnidever/SMASHRED)']
arXiv:1803.07083,['github.com/jkeger/seagen']
arXiv:1803.05481,['github.com/pgrete/Athena-Cversion']
arXiv:1806.01853,['github.com/dkmagee/superalign']
arXiv:1802.02803,['github.com/PyDL/']
arXiv:1607.08620,['github.com/BogdanCiambur/ISOFIT' 'github.com/BogdanCiambur/PROFILER']
arXiv:1810.11925,['github.com/profxj/xidl']
arXiv:1712.00027,['github.com/svalenti/pessto']
arXiv:1803.07430,['github.com/danxhuber/isoclassify' 'github.com/timothydmorton/isochrones']
arXiv:1204.0159,"['github.com/qiqi/lssode,']"
arXiv:1603.09340,[]
arXiv:1406.7587,['github.com/duetosymmetry/']
arXiv:1603.06010,[]
arXiv:1702.01465,[]
arXiv:1803.10787,['github.com/dch216/ExoplanetsSysSim' 'github.com/eford/']
arXiv:1802.01293,['github.com/nschorgh/Planetary-Code-']
arXiv:1802.01702,['github.com/norabolig/resmap']
arXiv:1902.07130,"['github.com/nanograv/pint' 'github.com/nanograv/pint),']"
arXiv:1409.0787,['github.com/hamogu/RecollimationXrayCTTS/']
arXiv:1607.04299,['github.com/AstroVPK/libcarma']
arXiv:1704.06264,['github.com/agabrown/PyGaia']
arXiv:1805.10729,['github.com/ITA-Solar/rh)']
arXiv:1511.09097,['github.com/pkgw/pwkit']
arXiv:1710.09909,['github.com/petigura/k2phot']
arXiv:1512.08326,['github.com/demorest/nanopipe' 'github.com/mtlam/PyPulse']
arXiv:1309.2289,['github.com/']
arXiv:1804.04153,['github.com/pencil-code']
arXiv:1811.03641,['github.com/jluastro/JLU-python-code/tree/master/jlu']
arXiv:1808.01768,['github.com/keﬂavich/pyradex']
arXiv:1712.05976,['github.com/borisbolliet/class']
arXiv:1707.08563,['github.com/alexteachey/TTV_posteriors' 'github.com/dfm/corner']
arXiv:1805.01458,['github.com/']
arXiv:1610.07602,['github.com/' 'github.com/adrn/']
arXiv:1708.01537,['github.com/esheldon/kmeans_radec' 'github.com/rmjarvis/TreeCorr']
arXiv:1410.1629,['github.com/skirt/skirt']
arXiv:1812.09581,['github.com/vlas-sokolov/multicube']
arXiv:1805.04459,['github.com/antyeates1983/pfss']
arXiv:1502.06621,['github.com/dfm/emcee']
arXiv:1610.01498,['github.com/astroduff/commah']
arXiv:1508.04772,['github.com/Mondrik/Multiband']
arXiv:1708.02683,['github.com/EliseHampton/LZComp' 'github.com/hoiting/LZIFU']
arXiv:1407.6916,['github.com/ChandraCXC/iris']
arXiv:1809.08356,['github.com/astronomerdamo/pydcf']
arXiv:1410.6156,[]
arXiv:1609.08718,['github.com/dfm/corner']
arXiv:1310.5177,['github.com/dfm/triangle']
arXiv:1402.2352,[]
arXiv:1211.1031,"['github.com/elnjensen/Tapir,']"
arXiv:1610.06216,[]
arXiv:1605.04313,['github.com/jgagneastro/FireHose_v2/tree/v2']
arXiv:1808.08964,[]
arXiv:1504.00900,['github.com/AlexaVillaume/AGBGrid']
arXiv:1412.7545,['github.com/CosmoloPy/']
arXiv:1407.4465,"['github.com/bencebeky/spotrod,']"
arXiv:1606.05812,"['github.com/igrins/plp,']"
arXiv:1505.06208,['github.com/jellis18/PTMCMCSampler']
arXiv:1811.00549,['github.com/jobovy/galpy' 'github.com/timothydmorton/isochrones']
arXiv:1901.00506,['github.com/nasa/kepler-pipeline']
arXiv:1804.01933,['github.com/ajameson/spip/']
arXiv:1709.06565,['github.com/eas342/spectral']
arXiv:1606.01761,[]
arXiv:1808.02534,['github.com/jpierel14/snsed;']
arXiv:1710.07642,['github.com/lkreidberg/batman']
arXiv:1511.08508,['github.com/vincentvaneylen/k2photometry']
arXiv:1411.4047,['github.com/sczesla/PyAstronomy']
arXiv:1803.08925,['github.com/SpaceML/PSFGAN/']
arXiv:1803.02368,['github.com/bbhpsu/' 'github.com/bbhpsu/Pflueger_etal18']
arXiv:1805.08211,['github.com/GijsMulders/epos' 'github.com/nasa/KeplerPORTs']
arXiv:1804.05148,['github.com/California-Planet-Search/radvel']
arXiv:1404.2272,[]
arXiv:1508.04787,['github.com/dfm/triangle']
arXiv:1603.09345,[]
arXiv:1812.02759,"['github.com/sdss),' 'github.com/sdss/marvin']"
arXiv:1509.08922,['github.com/RoryBarnes']
arXiv:1801.03948,['github.com/AstroChem/vis_sample']
arXiv:1712.02361,['github.com/keﬂavich/agpy/' 'github.com/mwls/']
arXiv:1706.01892,['github.com/California-Planet-Search/radvel']
arXiv:1508.03057,['github.com/Mosﬁre-DataReductionPipeline/MosﬁreDRP']
arXiv:1705.07928,['github.com/benmontet/f3']
arXiv:1811.06938,"['github.com/awmann/M_-M_K-'
 'github.com/awmann/M_-M_K-/tree/master/resources'
 'github.com/mikeireland/idlnrm']"
arXiv:1803.11526,['github.com/cmbant/CosmoMC']
arXiv:1803.01640,['github.com/SJaﬀa/Jplots']
arXiv:1802.00449,['github.com/CamDavidsonPilon/lifelines/']
arXiv:1505.05279,['github.com/sfabbro/allphot)']
arXiv:1806.03374,['github.com/astroML' 'github.com/imcgreer/simqso']
arXiv:1809.04522,['github.com/bmorris3/arcsat']
arXiv:1805.03614,['github.com/madamow']
arXiv:1703.10400,['github.com/petigura/specmatch-syn']
arXiv:1608.01329,[]
arXiv:1707.01973,[]
arXiv:1612.00454,"['github.com/lcogt/banzai,']"
arXiv:1510.01226,['github.com/pkgw/pwkit']
arXiv:1710.07289,['github.com/pkgw/pwkit']
arXiv:1606.07815,['github.com/sawellons/' 'github.com/sawellons/NDpredict']
arXiv:1708.01500,['github.com/ericmandel/funtools']
arXiv:1409.1605,['github.com/mslonina/Mechanic;']
arXiv:1710.00026,['github.com/jdeast/EXOFASTv2/']
arXiv:1903.10507,['github.com/aedattilo/models_K2']
arXiv:1707.04606,['github.com/']
arXiv:1509.06988,[]
arXiv:1807.02990,['github.com/hector-mr)']
arXiv:1809.06375,['github.com/tskisner/TOAST']
arXiv:1708.01291,['github.com/dfm/george']
arXiv:1609.08836,['github.com/gbrammer/eazy-photoz/']
arXiv:1310.1957,"['github.com/CosmoloPy/),']"
arXiv:1403.1275,[]
arXiv:1602.02779,[]
arXiv:1811.09653,[]
arXiv:1807.04331,[]
arXiv:1709.09679,[]
arXiv:1504.06128,[]
arXiv:1306.5735,['github.com/pywcsgrid2/']
arXiv:1207.0027,['github.com/pywcsgrid2/']
arXiv:1811.05356,['github.com/oﬁonnad/radiowinds;']
arXiv:1802.01589,['github.com/lgalbany/pisco']
arXiv:1809.06866,"['github.com/pyspeckit/pyspeckit,']"
arXiv:1606.04485,['github.com/timothydmorton/isochrones)']
arXiv:1606.04867,[]
arXiv:1804.02083,['github.com/akleroy/cpropstoo']
arXiv:1701.05901,['github.com/fjdu/myRadex']
arXiv:1705.03500,['github.com/vancesteven/PlanetProﬁle)']
arXiv:1612.00067,['github.com/caseywstark/dachshund']
arXiv:1408.2026,['github.com/fjdu/rac-2d']
arXiv:1610.00715,['github.com/AstroChem/vis_sample']
arXiv:1807.04229,['github.com/specdb/specdb']
arXiv:1710.06068,['github.com/bfarr/kombine']
arXiv:1808.09725,['github.com/jobovy/mwdust']
arXiv:1701.00586,['github.com/ernewton/nirew' 'github.com/ernewton/tellrv']
arXiv:1706.02532,['github.com/oscaribv/exotrending']
