github_url,repo_name,mentions,n_unq_authors,n_unq_first_authors,arxiv_ids,citation_count,nasa_ack_mentions,unq_keywords
github.com/adrn/biff,biff,2,5,2,['arXiv:1601.06790'],15,1,"['Astrophysics - Astrophysics of Galaxies' 'Galaxy: evolution'
 'Galaxy: halo' 'Galaxy: kinematics and dynamics' 'Galaxy: structure'
 'Milky Way' 'astronomy' 'astrophysics' 'dynamics'
 'globular clusters: general' 'kinematics'
 'stars: kinematics and dynamics']"
github.com/adrn/ophiuchus,ophiuchus,2,5,2,['arXiv:1601.06790'],15,1,"['Astrophysics - Astrophysics of Galaxies' 'Galaxy: evolution'
 'Galaxy: halo' 'Galaxy: kinematics and dynamics' 'Galaxy: structure'
 'Milky Way' 'astronomy' 'astrophysics' 'dynamics'
 'globular clusters: general' 'kinematics'
 'stars: kinematics and dynamics']"
github.com/adrn/thejoker,thejoker,2,16,2,"['arXiv:1802.01704', 'arXiv:1610.07602']",27,2,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'binaries: spectroscopic'
 'globular clusters: general' 'globular clusters: individual: M10'
 'methods: data analysis' 'methods: statistical'
 'planets and satellites: fundamental parameters' 'stars: black holes'
 'surveys' 'techniques: radial velocities']"
github.com/adthomas-astro/nebulabayes,nebulabayes,2,7,1,"['arXiv:1806.06364', 'arXiv:1803.00740']",6,1,"['Astrophysics - Astrophysics of Galaxies' 'ISM: abundances'
 'galaxies: ISM' 'galaxies: Seyfert' 'galaxies: abundances'
 'galaxies: active' 'quasars: emission lines']"
github.com/adwasser/slomo,slomo,1,10,1,['arXiv:1712.01229'],6,1,"['Astrophysics - Astrophysics of Galaxies' 'cD'
 'galaxies: elliptical and lenticular' 'galaxies: halos'
 'galaxies: individual: NGC 1407' 'galaxies: kinematics and dynamics']"
github.com/aedattilo/models_k2,models_k2,1,13,1,['arXiv:1903.10507'],1,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'planetary systems'
 'planets and satellites: detection']"
github.com/aemerick/cloudy_tools,cloudy_tools,0,0,0,[],0.0,0.0,[]
github.com/afd-illinois/grim,grim,1,3,1,['arXiv:1702.01106'],6,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'accretion'
 'accretion disks' 'magnetohydrodynamics: MHD' 'plasmas'
 'relativistic processes']"
github.com/afrigeri/geologic-symbols,geologic-symbols,1,4,1,['arXiv:1706.02683'],5,0,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Data portal' 'Geospatial' 'Interoperable' 'Mapping' 'Metadata'
 'Physics - Geophysics' 'Planetary' 'Standards']"
github.com/agabrown/astrometry-inference-tutorials,astrometry-inference-tutorials,2,9,2,"['arXiv:1810.01228', 'arXiv:1904.00343']",9,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: halo'
 'abundances' 'nuclear reactions' 'nucleosynthesis' 'stars: Population II'
 'stars: abundances' 'stars: individual: J0023+0307']"
github.com/agabrown/pygaia,pygaia,12,130,12,"['arXiv:1810.03938', 'arXiv:1804.07770', 'arXiv:1804.08590', 'arXiv:1405.6721', 'arXiv:1704.06264', 'arXiv:1804.07761', 'arXiv:1806.02580', 'arXiv:1806.10564', 'arXiv:1712.05420', 'arXiv:1806.02345']",99,5,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: abundances'
 'Galaxy: disk' 'Galaxy: evolution' 'Galaxy: formation' 'Galaxy: halo'
 'Galaxy: kinematics and dynamics' 'Galaxy: solar neighborhood'
 'Galaxy: structure' 'Local Group' 'Milky Way' 'Stars: brown dwarfs'
 'Stars: low-mass' 'astronomy' 'astrophysics' 'dark matter' 'dynamics'
 'galaxies: dwarf' 'galaxies: individual: Tucana III'
 'galaxies: kinematics and dynamics' 'globular clusters: general'
 'kinematics' 'methods: numerical' 'proper motions' 'stars: abundances'
 'stars: kinematics and dynamics']"
github.com/ahwkuepper/mcluster,mcluster,6,22,5,"['arXiv:1410.3477', 'arXiv:1409.4767', 'arXiv:1701.06168', 'arXiv:1512.05764', 'arXiv:1608.05085', 'arXiv:1502.02658']",165,5,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Galaxy: fundamental parameters' 'Galaxy: halo'
 'Galaxy: kinematics and dynamics' 'Galaxy: structure' 'X-rays: binaries'
 'X-rays: individual: 4U 1820-30' 'dark matter' 'galaxies: dwarf'
 'galaxies: halos' 'galaxies: individual: Hercules'
 'galaxies: star clusters: general' 'globular clusters: general'
 'globular clusters: individual: NGC 6624'
 'globular clusters: individual: Palomar 5' 'methods: numerical']"
github.com/ajameson/spip,spip,1,208,1,['arXiv:1804.01933'],11,1,"['Astrophysics - High Energy Astrophysical Phenomena' 'pulsars: general'
 'pulsars: individual: PSR J1622─4950' 'stars: magnetars' 'stars: neutron']"
github.com/akleroy/cpropstoo,cpropstoo,3,26,2,"['arXiv:1701.02748', 'arXiv:1411.2836', 'arXiv:1804.02083']",114,1,"['Astrophysics - Astrophysics of Galaxies' 'H II regions' 'ISM: clouds'
 'ISM: molecules' 'galaxies: ISM' 'galaxies: individual: NGC 253'
 'galaxies: individual: NGC 6822' 'galaxies: star clusters: general'
 'galaxies: star formation' 'galaxies: starburst' 'radio lines: ISM'
 'radio lines: galaxies' 'stars: formation']"
github.com/alexavillaume/agbgrid,agbgrid,1,3,1,['arXiv:1504.00900'],28,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics'
 'galaxies: stellar content' 'infrared: galaxies'
 'stars: AGB and post-AGB']"
github.com/alexji/moog17scat,moog17scat,11,122,9,"['arXiv:1805.11925', 'arXiv:1903.01480', 'arXiv:1810.01228', 'arXiv:1801.07727', 'arXiv:1807.03734', 'arXiv:1812.01022', 'arXiv:1804.03114', 'arXiv:1802.07272', 'arXiv:1809.09156', 'arXiv:1808.08569']",93,5,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: formation'
 'Galaxy: halo' 'Local Group' 'abundance' 'abundances'
 'galaxies: abundances' 'galaxies: dwarf' 'nuclear reactions'
 'nucleosynthesis' 'stars: Population II' 'stars: abundances'
 'stars: atmospheres' 'stars: chemically peculiar'
 'stars: fundamental parameters'
 'stars: individual: 2MASS J09544277+5246414'
 'stars: individual: DES J033523─540407' 'stars: individual: J0023+0307'
 'stars: individual: RAVE J093730.5-062655' 'stars: neutron' 'supernovae']"
github.com/alexteachey/ttv_posteriors,ttv_posteriors,0,0,0,[],0.0,0.0,[]
github.com/allisony/lyapy,lyapy,1,12,1,['arXiv:1604.01032'],53,1,"['Astrophysics - Solar and Stellar Astrophysics' 'ISM: clouds'
 'stars: low-mass']"
github.com/alymantara/gaia_distance_calculator,gaia_distance_calculator,1,15,1,['arXiv:1903.04526'],0,1,"['Astrophysics - High Energy Astrophysical Phenomena' 'X-rays: binaries'
 'X-rays: individuals: CXOU J110926.4-650224' 'accretion'
 'accretion disks' 'methods: data analysis' 'methods: observational'
 'stars: neutron']"
github.com/amerand/candid,candid,5,55,5,"['arXiv:1809.08243', 'arXiv:1707.04915', 'arXiv:1609.05254']",12,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Interferometry' 'Models'
 'astrometry' 'binaries: general' 'binaries: spectroscopic'
 'binaries: visual' 'gravitational lensing: micro'
 'instrumentation: interferometers' 'stars: massive'
 'techniques: high angular resolution' 'techniques: interferometric']"
github.com/andersdot/photoparallax,photoparallax,1,5,1,['arXiv:1706.05055'],14,1,"['Astrophysics - Astrophysics of Galaxies'
 'Hertzsprung─Russell and C─M diagrams' 'catalogs' 'methods: statistical'
 'parallaxes']"
github.com/andosa/treeinterpreter,treeinterpreter,2,51,2,"['arXiv:1902.01936', 'arXiv:1806.06232']",9,0,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Computer Science - Artificial Intelligence'
 'Computer Science - Machine Learning' 'Statistics - Machine Learning']"
github.com/andreimesinger/21cmfast,21cmfast,12,36,11,"['arXiv:1805.11044', 'arXiv:1802.07432', 'arXiv:1811.12198', 'arXiv:1809.08995', 'arXiv:1805.03629', 'arXiv:1809.09728', 'arXiv:1802.06066', 'arXiv:1903.11402', 'arXiv:1705.04688', 'arXiv:1904.07881', 'arXiv:1705.03471']",135,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'General Relativity and Quantum Cosmology' 'cosmology: observations'
 'cosmology: theory' 'dark ages' 'diffuse radiation' 'early Universe'
 'early universe' 'first stars' 'galaxies: high-redshift'
 'intergalactic medium' 'methods: analytical' 'methods: numerical'
 'methods: statistical' 'quasars: absorption lines'
 'radio continuum: general' 'reionization']"
github.com/andrewannex/spiceypy,spiceypy,4,23,4,['arXiv:1901.00143'],5,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Physics - Space Physics' 'Python' 'heliophysics' 'open source'
 'reproducible science' 'software' 'system science']"
github.com/andrewcumming/burstcool,burstcool,1,5,1,['arXiv:1603.01281'],19,0,"['Astrophysics - High Energy Astrophysical Phenomena' 'X-rays: binaries'
 'X-rays: bursts' 'dense matter' 'stars: neutron']"
github.com/andrewcumming/crustcool,crustcool,3,7,2,"['arXiv:1609.07155', 'arXiv:1506.03846', 'arXiv:1804.00266']",59,0,"['Astrophysics - High Energy Astrophysical Phenomena' 'KS 1731-260'
 'SGR 1627-41' 'X-rays: binaries' 'X-rays: bursts'
 'X-rays: individual: MAXI J0556-332' 'X-rays: individual: MXB 1659-29'
 'dense matter' 'pulsars: individual: SGR 1627-41' 'stars: magnetars'
 'stars: neutron']"
github.com/andycasey/annieslasso,annieslasso,3,19,3,"['arXiv:1808.01286', 'arXiv:1601.05413', 'arXiv:1712.02405']",52,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: abundances'
 'Galaxy: stellar content' 'Galaxy: structure'
 'ISM: kinematics and dynamics' 'galaxies: structure'
 'globular clusters: general' 'methods: statistical'
 'open clusters and associations: general' 'stars: abundances'
 'stars: fundamental parameters']"
github.com/anguswright/lambdar,lambdar,2,47,2,"['arXiv:1412.3018', 'arXiv:1604.01923']",99,2,"['AGC208399' 'AGC208602' 'AGC226178' 'AGC233638'
 'Astrophysics - Astrophysics of Galaxies'
 'astronomical data bases: miscellaneous' 'galaxies: dwarf'
 'galaxies: evolution' 'galaxies: general'
 'galaxies: individual: AGC193953' 'galaxies: irregular'
 'galaxies: photometry' 'techniques: photometric']"
github.com/antyeates1983/pfss,pfss,2,7,2,"['arXiv:1709.01730', 'arXiv:1805.04459']",0,1,"['Astrophysics - Solar and Stellar Astrophysics' 'Sun: corona'
 'magnetic fields' 'solar wind']"
github.com/aphearin/decorated-hod-paper,decorated-hod-paper,0,0,0,[],0.0,0.0,[]
github.com/apmechev/grid_lrt,grid_lrt,22,230,19,"['arXiv:1808.10735', 'arXiv:1712.00312', 'arXiv:1805.01900', 'arXiv:1802.06791', 'arXiv:1811.12732', 'arXiv:1811.07929', 'arXiv:1811.09708', 'arXiv:1811.07930', 'arXiv:1811.08410', 'arXiv:1804.01099', 'arXiv:1801.04887', 'arXiv:1801.05298', 'arXiv:1708.08928', 'arXiv:1811.07932', 'arXiv:1811.07961', 'arXiv:1811.08194', 'arXiv:1811.04015', 'arXiv:1811.07934', 'arXiv:1811.07926', 'arXiv:1811.07928', 'arXiv:1811.07943', 'arXiv:1811.07949']",106,11,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'BL Lacertae objects: general'
 'Galaxies: clusters: individual: PSZ1G139.61+24.20' 'ISM: clouds'
 'ISM: individual objects: Cassiopeia A' 'ISM: jets and outflows'
 'ISM: supernova remnants' 'X-rays: galaxies: clusters'
 'acceleration of particles' 'catalogs' 'cosmic rays' 'galaxies: active'
 'galaxies: clusters: general' 'galaxies: clusters: individual: A781'
 'galaxies: clusters: individual: Abell 1132'
 'galaxies: clusters: individual: Abell 1314'
 'galaxies: clusters: individual: Abell 1319'
 'galaxies: clusters: individual: Abell 2146'
 'galaxies: clusters: individual: J1235+5317'
 'galaxies: clusters: individual: MACS J0744.9+3927'
 'galaxies: clusters: individual: RXC J1501.3+4220'
 'galaxies: clusters: intracluster medium'
 'galaxies: distances and redshifts' 'galaxies: evolution'
 'galaxies: halos' 'galaxies: high-redshift' 'galaxies: jets'
 'galaxies: magnetic fields' 'galaxies: star formation'
 'gamma rays: galaxies' 'gravitational lensing: strong'
 'intergalactic medium' 'large-scale structure of Universe' 'polarization'
 'quasars: general' 'radiation mechanisms: general'
 'radiation mechanisms: non-thermal' 'radiation mechanisms: thermal'
 'radio continuum: galaxies' 'radio continuum: general' 'radio lines: ISM'
 'supernovae: individual: Cas A' 'surveys' 'techniques: image processing'
 'techniques: interferometric' 'techniques: polarimetric']"
github.com/argiopetech/base,base,5,20,4,"['arXiv:1604.06073', 'arXiv:1411.3786', 'arXiv:1611.00835', 'arXiv:1604.06074', 'arXiv:1609.01527']",32,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: formation'
 'Hertzsprung-Russell and colour-magnitude diagrams' 'NGC 2477' 'NGC 2660'
 'NGC 3960' 'NGC 5272' 'NGC 6352' 'globular clusters: general'
 'globular clusters: individual: NGC 5024'
 'globular clusters: individual: NGC 5272' 'methods: data analysis'
 'methods: statistical' 'open clusters and associations: general'
 'open clusters and associations: individual: NGC 2360']"
github.com/ariedel/lacewing,lacewing,3,19,3,"['arXiv:1506.06685', 'arXiv:1807.05235']",15,2,"['2MASSW J2208136+292121'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'binaries: close'
 'brown dwarfs' 'galaxy:open clusters and associations'
 'open clusters and associations: general' 'parallaxes'
 'planetary systems' 'proper motions' 'solar neighborhood'
 'stars: fundamental parameters'
 'stars: individual: 2MASS J02495639-0557352' 'stars: late-type'
 'stars:low-mass' 'stars:pre-main-sequence']"
github.com/ariedel/young_catalog,young_catalog,1,6,1,['arXiv:1702.02219'],29,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics'
 'open clusters and associations: general'
 'stars: kinematics and dynamics' 'stars: low-mass'
 'stars: pre-main sequence']"
github.com/arrayfire/arrayfire,arrayfire,8,25,7,"['arXiv:1804.07135', 'arXiv:1810.08723', 'arXiv:1809.09851', 'arXiv:1903.04502', 'arXiv:1705.07413', 'arXiv:1708.09707', 'arXiv:1609.01257']",6,0.0,"['015-04' '15A06' '65F10' '65F30' '65N38' '65Y05' '65Y10' '65Y20' '68T05'
 '68W10' 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Computer Science - Computational Engineering'
 'Computer Science - Computers and Society'
 'Computer Science - Distributed' 'Computer Science - Machine Learning'
 'Computer Science - Mathematical Software'
 'Computer Science - Numerical Analysis' 'D.1.3' 'D.2.2' 'Finance' 'G.4'
 'Mathematics - Numerical Analysis' 'Parallel'
 'Physics - Computational Physics' 'and Cluster Computing' 'and Science']"
github.com/ascendingnode/pynbody,pynbody,3,22,1,"['arXiv:1505.05933', 'arXiv:1805.02252', 'arXiv:1605.05376']",18,2,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Kuiper belt objects: individual: 15810'
 'Kuiper belt objects: individual: 2014 MU69' 'Kuiper belt: general'
 'astrometry' 'celestial mechanics' 'occultations' 'space vehicles']"
github.com/asgr/profound,profound,3,32,3,"['arXiv:1802.00937', 'arXiv:1902.01440', 'arXiv:1901.08185']",6,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'galaxies: clusters: general' 'galaxies: evolution'
 'galaxies: star formation' 'methods: data analysis'
 'techniques: image processing' 'techniques: photometric']"
github.com/astrobel/chancealignments,chancealignments,1,12,1,['arXiv:1705.00621'],4,1,"['Astrophysics - Solar and Stellar Astrophysics' 'binaries: close'
 'stars: oscillations']"
github.com/astrocatalogs/astrocats,astrocats,2,6,2,"['arXiv:1605.01054', 'arXiv:1706.00825']",166,2,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'ISM: supernova remnants'
 'catalogs' 'supernovae: general']"
github.com/astrochem/vis_sample,vis_sample,0,0,0,[],0.0,0.0,[]
github.com/astroduff/commah,commah,1,6,1,['arXiv:1610.01498'],8,1,"['Astrophysics - Astrophysics of Galaxies' 'cD'
 'galaxies: clusters: general' 'galaxies: elliptical and lenticular'
 'galaxies: evolution' 'galaxies: high-redshift']"
github.com/astrofrog/sedfitter,sedfitter,3,13,3,"['arXiv:1605.02732', 'arXiv:1704.07394', 'arXiv:1803.06384']",7,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics'
 'H II regions: Individual objects (IRAS 10427-6032)' 'ISM: H II regions'
 'PSR J1617─5055' 'Stars: formation' 'Stars: pre-main sequence'
 'X-rays: individual: CXOU J161423.4─505738' 'galaxies: star formation'
 'gamma-rays: general'
 'pulsars: individual: PSR J1614─5048 &amp; PSR B1610─50'
 'stars: protostars']"
github.com/astroml/astroml,astroml,2,21,2,"['arXiv:1505.06213', 'arXiv:1608.00963']",29,1,"['Abundances-ISM' 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'Galaxy'
 'General' 'HII regions-supernovae' 'planetary systems'
 'planets and satellites: detection' 'planets and satellites: formation'
 'planets and satellites: fundamental parameters'
 'planets and satellites: gaseous planets'
 'planets and satellites: general']"
github.com/astroml/gatspy,gatspy,5,27,4,"['arXiv:1706.06837', 'arXiv:1502.01344', 'arXiv:1505.07105', 'arXiv:1603.00419', 'arXiv:1704.04507']",149,3,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'U XIX Setebos'
 'U XVII Sycorax' 'U XVIII Prospero' 'U XXI Trincluo' 'U XXIV Ferdinand'
 'asteroseismology' 'methods: data analysis' 'methods: statistical'
 'open clusters and associations: individual: Hyades'
 'planets and satellites: individual: U XVI Caliban' 'stars: evolution'
 'stars: late-type' 'stars: low-mass' 'stars: rotation' 'surveys'
 'techniques: photometric']"
